id,log_feature,volume
3291,feature 201,9
12376,feature 56,2
12376,feature 76,1
12376,feature 68,6
12376,feature 82,1
12376,feature 172,6
12376,feature 80,1
7296,feature 193,3
7296,feature 134,1
7296,feature 82,24
7296,feature 71,6
7296,feature 203,9
14779,feature 80,2
14779,feature 203,5
14779,feature 71,4
14779,feature 82,16
14779,feature 193,1
10895,feature 82,2
10895,feature 203,1
142,feature 203,4
142,feature 193,2
142,feature 80,1
142,feature 71,5
142,feature 82,16
6187,feature 74,1
6187,feature 80,1
6187,feature 196,1
6187,feature 82,22
6187,feature 203,3
6187,feature 71,4
6187,feature 193,1
11971,feature 82,12
11971,feature 71,2
11971,feature 196,1
11971,feature 74,1
11971,feature 193,2
11971,feature 203,10
8227,feature 82,14
8227,feature 203,11
8227,feature 71,1
18170,feature 203,29
18170,feature 201,2
18170,feature 80,3
18170,feature 82,35
18170,feature 71,2
2765,feature 80,2
2765,feature 82,4
2765,feature 71,3
6608,feature 80,1
6608,feature 71,2
12638,feature 82,8
12638,feature 203,1
16824,feature 82,8
16824,feature 71,2
16824,feature 203,5
9255,feature 80,1
9255,feature 193,3
9255,feature 71,5
9255,feature 203,5
9255,feature 82,30
7827,feature 193,1
7827,feature 82,10
7827,feature 71,3
7827,feature 80,1
7827,feature 63,2
12946,feature 201,1
12946,feature 82,2
12946,feature 68,2
12946,feature 172,4
12946,feature 80,1
12946,feature 56,2
18533,feature 76,1
18533,feature 71,4
719,feature 172,1
719,feature 82,16
719,feature 193,2
719,feature 71,5
719,feature 203,12
719,feature 56,1
16768,feature 82,14
16768,feature 71,4
8124,feature 203,1
8124,feature 80,2
8124,feature 71,1
8124,feature 76,2
8124,feature 82,3
9696,feature 193,1
9696,feature 82,14
9696,feature 71,3
6037,feature 193,1
6037,feature 71,7
6037,feature 82,16
6037,feature 74,1
6037,feature 203,2
10588,feature 201,1
10588,feature 80,1
10588,feature 193,1
10588,feature 71,1
10588,feature 82,4
3214,feature 82,4
3214,feature 80,2
14035,feature 172,1
14035,feature 203,6
14035,feature 82,9
14035,feature 56,1
14035,feature 80,1
18447,feature 203,2
18447,feature 71,6
18447,feature 82,43
18447,feature 80,1
18447,feature 193,3
14734,feature 193,1
14734,feature 203,4
14734,feature 71,6
14734,feature 82,12
13861,feature 172,2
13861,feature 56,6
13861,feature 82,4
14440,feature 71,12
14440,feature 193,5
14440,feature 82,68
14440,feature 203,17
7924,feature 71,4
7924,feature 80,1
1495,feature 193,1
1495,feature 71,7
1495,feature 82,6
1495,feature 172,1
15195,feature 203,6
15195,feature 80,1
15195,feature 82,26
15195,feature 71,1
15195,feature 201,1
416,feature 203,2
416,feature 71,3
416,feature 82,20
416,feature 193,2
2053,feature 80,2
2053,feature 82,10
2053,feature 71,4
10247,feature 80,3
10247,feature 71,1
10247,feature 203,5
10247,feature 82,22
17640,feature 193,5
17640,feature 203,6
17640,feature 172,3
17640,feature 71,7
17640,feature 56,5
17640,feature 82,16
5091,feature 203,7
5091,feature 82,8
5091,feature 71,1
710,feature 203,4
710,feature 82,12
16993,feature 82,22
16993,feature 71,4
9061,feature 82,22
9061,feature 203,2
9061,feature 80,1
9061,feature 71,6
16624,feature 80,2
16624,feature 82,19
16624,feature 71,1
7996,feature 71,1
7996,feature 82,8
6550,feature 71,6
6550,feature 203,4
6550,feature 82,12
17639,feature 82,2
17639,feature 203,2
9540,feature 201,2
9540,feature 80,3
9540,feature 82,26
9540,feature 193,3
9540,feature 71,6
9540,feature 203,10
12645,feature 71,2
12645,feature 203,7
12645,feature 82,27
12645,feature 193,1
12611,feature 80,7
12611,feature 203,7
12611,feature 71,2
12611,feature 201,3
12611,feature 82,30
9609,feature 193,1
9609,feature 71,2
9609,feature 82,6
12266,feature 82,7
12266,feature 198,1
12266,feature 71,5
13952,feature 80,2
13952,feature 71,2
13952,feature 193,1
13952,feature 82,14
13952,feature 203,2
5345,feature 193,4
5345,feature 203,35
5345,feature 71,4
5345,feature 82,45
12060,feature 82,24
12060,feature 193,1
12060,feature 203,8
12060,feature 71,1
2190,feature 203,11
2190,feature 71,5
2190,feature 193,2
2190,feature 82,28
9374,feature 193,1
9374,feature 71,1
9374,feature 82,15
9374,feature 203,2
16778,feature 71,4
16778,feature 193,1
16778,feature 203,8
16778,feature 82,23
12400,feature 203,5
12400,feature 193,1
12400,feature 82,20
12400,feature 71,6
17911,feature 193,1
17911,feature 201,1
17911,feature 71,4
17911,feature 203,4
17911,feature 82,34
2392,feature 203,2
2392,feature 56,2
2392,feature 71,7
2392,feature 193,4
2392,feature 172,1
2392,feature 82,12
1222,feature 74,1
1222,feature 196,1
1222,feature 203,11
1222,feature 71,8
1222,feature 82,31
1222,feature 193,8
6554,feature 82,89
6554,feature 201,2
6554,feature 112,1
6554,feature 203,19
6554,feature 80,4
6554,feature 71,11
13932,feature 71,4
13932,feature 203,6
13932,feature 82,34
13932,feature 193,1
15714,feature 82,30
15714,feature 193,1
15714,feature 203,7
15714,feature 71,2
15498,feature 203,8
15498,feature 71,2
15498,feature 82,42
10103,feature 82,7
10103,feature 80,1
10103,feature 201,1
10103,feature 203,5
10103,feature 71,1
17165,feature 71,4
17165,feature 203,7
17165,feature 193,2
17165,feature 82,14
17165,feature 172,7
17165,feature 68,7
679,feature 203,2
679,feature 71,1
679,feature 82,21
13405,feature 203,13
13405,feature 193,4
13405,feature 82,15
13405,feature 80,5
13405,feature 201,2
13405,feature 71,4
2188,feature 82,20
2188,feature 203,8
14333,feature 203,4
14333,feature 82,6
14042,feature 203,1
14042,feature 71,3
14042,feature 82,4
14042,feature 193,4
395,feature 71,7
395,feature 193,2
395,feature 82,10
395,feature 203,3
13631,feature 71,3
13631,feature 203,1
13631,feature 82,14
13631,feature 193,2
10035,feature 193,1
10035,feature 203,2
10035,feature 71,2
10035,feature 82,12
6600,feature 71,1
6600,feature 203,6
6600,feature 82,6
8032,feature 71,4
8032,feature 193,3
8032,feature 203,11
8032,feature 82,22
16657,feature 203,2
16657,feature 193,2
16657,feature 71,5
16657,feature 82,15
14438,feature 82,31
14438,feature 203,20
14438,feature 71,1
1455,feature 193,2
1455,feature 203,3
1455,feature 82,8
1455,feature 71,5
498,feature 82,2
6153,feature 82,8
6153,feature 80,2
6153,feature 56,1
6153,feature 203,6
6153,feature 71,1
4480,feature 203,6
4480,feature 82,6
4480,feature 198,2
18267,feature 71,5
18267,feature 203,4
18267,feature 82,8
3727,feature 82,41
3727,feature 71,3
3727,feature 74,1
3727,feature 196,1
3727,feature 203,25
8729,feature 203,2
8729,feature 82,34
8729,feature 71,1
8729,feature 74,1
8729,feature 196,1
3470,feature 82,20
3470,feature 193,2
3470,feature 203,6
3470,feature 76,1
3470,feature 71,6
1234,feature 74,1
1234,feature 193,2
1234,feature 196,1
1234,feature 82,2
1234,feature 71,1
1234,feature 203,2
15843,feature 203,3
15843,feature 193,1
15843,feature 82,36
15843,feature 71,3
12443,feature 193,2
12443,feature 71,5
12443,feature 82,13
12443,feature 172,1
12443,feature 56,1
12443,feature 203,2
10933,feature 82,18
10933,feature 203,11
10933,feature 71,9
10933,feature 193,3
14699,feature 71,15
14699,feature 193,5
14699,feature 82,21
14699,feature 203,10
17148,feature 80,3
17148,feature 193,1
17148,feature 203,2
17148,feature 82,19
17148,feature 71,9
17148,feature 201,3
16965,feature 203,11
16965,feature 193,1
16965,feature 71,6
16965,feature 82,20
12924,feature 82,2
12924,feature 71,3
11547,feature 71,3
11547,feature 193,1
11547,feature 82,9
11547,feature 203,5
8771,feature 82,22
8771,feature 71,4
8771,feature 203,6
8771,feature 193,4
12704,feature 71,1
13002,feature 80,1
13002,feature 201,2
13002,feature 71,6
13002,feature 193,2
4663,feature 203,4
4663,feature 82,16
4663,feature 71,8
4663,feature 193,4
7749,feature 71,1
7749,feature 82,2
7749,feature 80,1
5353,feature 71,9
5353,feature 74,1
5353,feature 193,3
5353,feature 196,1
5353,feature 82,40
5353,feature 172,2
5353,feature 56,2
5353,feature 203,7
9670,feature 71,3
9670,feature 76,1
9670,feature 198,2
9670,feature 82,18
10826,feature 55,6
10826,feature 171,5
12786,feature 171,4
12786,feature 55,6
10339,feature 73,1
1286,feature 171,9
1286,feature 55,6
13515,feature 195,1
13333,feature 191,1
13333,feature 70,1
9104,feature 195,6
9104,feature 68,1
9104,feature 73,4
683,feature 55,1
683,feature 171,2
1995,feature 191,7
1995,feature 70,5
1845,feature 171,4
1845,feature 55,2
596,feature 195,4
596,feature 55,2
596,feature 73,4
596,feature 171,4
14676,feature 191,1
14676,feature 70,2
6703,feature 191,4
6703,feature 70,2
14275,feature 55,3
14275,feature 171,6
1316,feature 171,1
1316,feature 55,1
180,feature 134,1
180,feature 219,1
16621,feature 70,1
16621,feature 191,1
7865,feature 191,3
7865,feature 70,3
10246,feature 70,2
10246,feature 191,3
6258,feature 191,2
2068,feature 191,1
2068,feature 70,3
9274,feature 360,1
9274,feature 362,1
17597,feature 362,1
17597,feature 360,1
5615,feature 191,16
5615,feature 70,13
15266,feature 55,2
15266,feature 171,2
1431,feature 191,2
1431,feature 70,2
14169,feature 70,3
2310,feature 70,6
2310,feature 191,10
7592,feature 107,1
7592,feature 70,3
7592,feature 191,1
15211,feature 73,2
12515,feature 70,4
686,feature 191,1
686,feature 70,5
18252,feature 70,7
18252,feature 191,6
17895,feature 191,3
17895,feature 70,7
11157,feature 191,1
11157,feature 70,2
17442,feature 73,1
10347,feature 70,2
1406,feature 70,7
1406,feature 191,7
10592,feature 191,2
10592,feature 70,5
1556,feature 70,3
1556,feature 191,4
14400,feature 70,1
377,feature 70,3
377,feature 191,6
9686,feature 70,1
13151,feature 191,3
5709,feature 219,1
5709,feature 134,1
15573,feature 219,5
15573,feature 134,7
7019,feature 55,1
7019,feature 171,1
11926,feature 157,4
11926,feature 42,2
9119,feature 73,1
9119,feature 195,1
813,feature 42,5
813,feature 157,7
7175,feature 42,2
7175,feature 157,1
13026,feature 157,3
13026,feature 42,4
1875,feature 42,3
1875,feature 157,3
1875,feature 73,1
1875,feature 195,1
16096,feature 195,3
16096,feature 73,4
1603,feature 195,2
1603,feature 73,1
9854,feature 109,1
9854,feature 73,5
1396,feature 219,1
1396,feature 134,1
11555,feature 195,2
1833,feature 195,7
1833,feature 73,6
1299,feature 73,1
564,feature 195,3
564,feature 73,3
8254,feature 73,2
8254,feature 195,2
16399,feature 73,8
16399,feature 195,10
14913,feature 55,1
14913,feature 171,2
18006,feature 73,5
18006,feature 195,1
3634,feature 42,3
17875,feature 157,2
17875,feature 42,1
1272,feature 195,1
1272,feature 157,2
1272,feature 42,3
1272,feature 73,1
5614,feature 157,1
5614,feature 42,1
7248,feature 73,9
7248,feature 195,14
1591,feature 73,31
1591,feature 195,18
2022,feature 73,3
14798,feature 42,1
14798,feature 195,1
14798,feature 73,1
16205,feature 42,1
3398,feature 157,1
3398,feature 42,1
6381,feature 42,4
6381,feature 157,3
397,feature 42,3
397,feature 157,1
13423,feature 42,1
11039,feature 73,1
11039,feature 42,1
17696,feature 157,1
17696,feature 42,2
17457,feature 157,3
17457,feature 42,6
2169,feature 42,2
2169,feature 157,2
11390,feature 42,2
10758,feature 157,1
10758,feature 42,4
1955,feature 42,3
1955,feature 157,2
9780,feature 157,2
9780,feature 42,2
216,feature 42,4
216,feature 157,2
15488,feature 157,1
15488,feature 42,1
16880,feature 68,1
14965,feature 219,1
14965,feature 68,1
14965,feature 134,1
14965,feature 76,2
14965,feature 198,1
18040,feature 56,36
18040,feature 172,38
8718,feature 193,3
8718,feature 71,3
14074,feature 196,1
16206,feature 196,3
16206,feature 74,3
2187,feature 193,1
2187,feature 71,2
5633,feature 178,1
5633,feature 193,2
5633,feature 68,1
5633,feature 71,2
1671,feature 193,1
1671,feature 71,1
9755,feature 193,2
9755,feature 71,3
16259,feature 74,1
16259,feature 360,2
16259,feature 196,1
16259,feature 362,2
8289,feature 68,8
8289,feature 198,1
8289,feature 362,1
8289,feature 8,3
8289,feature 360,1
8289,feature 196,1
8289,feature 141,3
8289,feature 74,1
6437,feature 184,1
6437,feature 68,5
6437,feature 193,2
6437,feature 56,3
6437,feature 198,3
6437,feature 64,1
6437,feature 172,4
10328,feature 135,1
16814,feature 63,1
16814,feature 183,1
7053,feature 193,2
7053,feature 184,1
7053,feature 172,2
7053,feature 68,8
7053,feature 198,3
2435,feature 198,1
2435,feature 76,1
7256,feature 196,2
7256,feature 74,2
17453,feature 74,4
17453,feature 196,4
1036,feature 74,1
1036,feature 196,1
17614,feature 74,5
17614,feature 172,2
17614,feature 193,2
17614,feature 8,7
17614,feature 141,7
17614,feature 68,8
17614,feature 196,5
13548,feature 198,1
3088,feature 74,1
16003,feature 74,2
15545,feature 74,1
15958,feature 74,1
15958,feature 196,2
4230,feature 74,1
4230,feature 68,1
4230,feature 172,1
2332,feature 74,3
2332,feature 196,3
2052,feature 56,1
2052,feature 196,23
2052,feature 172,2
2052,feature 74,23
2285,feature 196,1
2285,feature 74,2
17326,feature 196,2
17326,feature 74,2
16229,feature 74,1
16229,feature 196,1
7273,feature 74,1
6901,feature 64,1
6901,feature 172,2
6901,feature 196,1
6901,feature 71,1
6901,feature 198,3
6901,feature 56,2
6901,feature 193,2
6901,feature 68,1
6901,feature 74,1
6901,feature 184,1
6901,feature 76,3
5058,feature 172,1
17478,feature 55,1
17478,feature 171,2
9156,feature 134,1
9156,feature 219,1
8787,feature 55,2
442,feature 154,3
442,feature 55,1
1348,feature 150,1
1348,feature 35,1
1348,feature 55,1
1348,feature 171,1
7087,feature 35,1
7087,feature 39,1
7087,feature 55,2
6748,feature 35,1
6748,feature 154,1
9351,feature 154,1
9351,feature 39,1
11496,feature 154,1
11496,feature 55,1
11496,feature 35,1
11496,feature 39,1
8105,feature 150,2
8105,feature 55,3
8105,feature 154,1
8105,feature 171,3
8105,feature 39,1
8851,feature 39,1
8851,feature 35,1
8851,feature 55,3
11675,feature 38,1
11675,feature 39,1
336,feature 55,4
336,feature 35,1
336,feature 154,2
336,feature 39,1
9923,feature 35,2
9923,feature 39,1
9923,feature 55,2
9923,feature 154,1
12982,feature 154,1
12982,feature 38,1
7223,feature 35,1
7223,feature 55,4
7223,feature 151,2
7223,feature 171,4
7223,feature 153,5
10081,feature 153,1
10081,feature 39,1
7726,feature 195,1
7726,feature 73,1
16568,feature 195,2
16568,feature 73,1
10367,feature 195,2
10367,feature 73,2
10408,feature 73,1
6824,feature 195,1
6824,feature 73,1
10333,feature 134,1
10333,feature 219,1
15475,feature 73,5
9718,feature 195,1
9718,feature 73,2
5288,feature 55,1
5288,feature 171,2
17688,feature 195,1
17688,feature 73,2
10182,feature 80,3
10182,feature 201,4
13726,feature 201,2
13726,feature 80,2
4038,feature 219,1
4038,feature 134,1
7918,feature 201,2
7918,feature 134,2
7918,feature 80,2
7918,feature 219,2
3280,feature 80,1
3280,feature 201,2
16449,feature 80,2
16449,feature 201,4
18306,feature 80,3
18306,feature 201,4
4257,feature 201,2
4257,feature 80,2
10216,feature 80,5
10216,feature 68,2
14356,feature 68,1
14356,feature 56,7
6215,feature 201,1
6215,feature 80,2
1523,feature 80,1
1523,feature 201,1
4721,feature 201,2
4721,feature 80,1
16067,feature 201,1
16067,feature 80,2
2699,feature 80,2
2699,feature 201,2
9871,feature 201,3
9871,feature 80,3
11557,feature 360,1
11557,feature 362,1
844,feature 360,3
844,feature 362,2
301,feature 362,1
301,feature 111,195
301,feature 360,1
301,feature 25,14
301,feature 80,195
6992,feature 80,181
6992,feature 360,1
6992,feature 111,181
6992,feature 362,1
6992,feature 25,10
9392,feature 111,189
9392,feature 80,229
9392,feature 201,3
9392,feature 25,7
8523,feature 111,156
8523,feature 25,9
8523,feature 80,171
8523,feature 360,1
8523,feature 362,1
379,feature 25,8
379,feature 111,151
379,feature 80,132
5730,feature 111,116
5730,feature 25,3
5730,feature 80,108
10808,feature 111,277
10808,feature 360,1
10808,feature 25,15
10808,feature 362,1
10808,feature 201,1
10808,feature 80,296
14687,feature 25,20
14687,feature 111,346
14687,feature 362,1
14687,feature 80,349
14687,feature 360,1
15722,feature 80,51
15722,feature 111,65
15722,feature 360,1
15722,feature 25,4
13788,feature 201,1
13788,feature 80,1
10813,feature 80,3
10813,feature 201,1
5527,feature 80,2
10859,feature 201,1
12274,feature 172,1
12274,feature 56,1
4990,feature 80,5
4990,feature 201,1
11347,feature 80,1
653,feature 80,3
653,feature 201,2
2667,feature 80,2
2667,feature 201,2
15855,feature 201,2
854,feature 172,3
854,feature 80,1
854,feature 56,9
854,feature 201,3
7922,feature 201,1
7922,feature 80,1
15686,feature 80,4
15686,feature 201,2
10452,feature 80,1
5697,feature 201,1
5697,feature 80,8
12029,feature 80,2
12550,feature 201,3
12550,feature 80,4
15510,feature 80,2
15510,feature 201,1
16396,feature 80,4
16396,feature 201,1
14533,feature 25,2
14533,feature 201,2
14533,feature 111,17
14533,feature 80,25
13040,feature 201,1
13040,feature 80,2
9289,feature 201,6
9289,feature 80,7
10713,feature 201,2
10713,feature 80,3
14588,feature 80,2
12051,feature 80,1
12051,feature 201,1
8992,feature 80,1
14029,feature 201,4
14029,feature 80,2
3630,feature 201,1
3630,feature 80,1
12723,feature 306,2
12723,feature 54,4
12723,feature 223,2
12723,feature 68,4
12723,feature 345,2
12723,feature 170,6
12723,feature 273,6
12723,feature 179,3
11698,feature 345,2
11698,feature 179,2
11698,feature 68,5
11698,feature 273,8
11698,feature 54,7
11698,feature 170,7
3142,feature 68,1
3142,feature 179,1
3142,feature 345,3
14762,feature 345,1
14762,feature 54,4
14762,feature 273,2
14762,feature 179,2
14762,feature 170,4
14762,feature 68,6
3525,feature 170,26
3525,feature 179,6
3525,feature 68,14
3525,feature 54,19
9643,feature 170,7
9643,feature 219,1
9643,feature 134,1
9643,feature 54,1
15281,feature 54,31
14312,feature 54,2
7913,feature 170,3
7913,feature 68,1
7913,feature 345,2
7913,feature 273,1
7913,feature 54,2
8628,feature 54,2
8628,feature 68,1
8628,feature 344,1
8628,feature 170,2
8628,feature 273,3
8628,feature 345,1
8628,feature 272,1
9339,feature 170,1
9339,feature 344,1
9339,feature 345,1
9339,feature 273,1
9339,feature 54,1
640,feature 170,2
640,feature 68,1
640,feature 54,3
640,feature 345,2
640,feature 273,2
14659,feature 345,4
14659,feature 273,3
14659,feature 68,1
1044,feature 306,1
1044,feature 223,1
13961,feature 54,5
2646,feature 54,1
16721,feature 219,1
16721,feature 134,1
6399,feature 223,1
6399,feature 68,1
6399,feature 273,1
14374,feature 306,1
16620,feature 190,2
16620,feature 69,1
1881,feature 68,1
17785,feature 69,1
17785,feature 219,1
17785,feature 134,1
16791,feature 345,4
16791,feature 68,2
16791,feature 273,2
16791,feature 179,1
10374,feature 69,1
7107,feature 190,2
7107,feature 69,2
11734,feature 68,25
11734,feature 273,3
11734,feature 118,1
11734,feature 30,1
11734,feature 170,61
11734,feature 54,13
